prop,propLabel,paperCount
http://orkg.org/orkg/predicate/P41153,Spec_wllow,18
http://orkg.org/orkg/predicate/P15080,Threshold,18
http://orkg.org/orkg/predicate/P41900,LUMO,18
http://orkg.org/orkg/predicate/P41319,Terms learning,18
http://orkg.org/orkg/predicate/P41927,Type of knowledge source,18
http://orkg.org/orkg/predicate/P3003,Classification,18
http://orkg.org/orkg/predicate/P43094,RQ,18
http://orkg.org/orkg/predicate/P15100,Comparative Evaluation,18
http://orkg.org/orkg/predicate/P37116,Has study area,18
http://orkg.org/orkg/predicate/P41823,Epidemiological surveillance architecture,18
http://orkg.org/orkg/predicate/P41982,Ferrous,18
http://orkg.org/orkg/predicate/P15078,Avg. size of transactions,18
http://orkg.org/orkg/predicate/P41610,Delivery Route,18
http://orkg.org/orkg/predicate/P42004,"Short-circuit current density, Jsc",18
http://orkg.org/orkg/predicate/P42001,HOMO,18
http://orkg.org/orkg/predicate/P42005,"Fill factor, FF",18
http://orkg.org/orkg/predicate/P42003,"Open circuit voltage, Voc",18
http://orkg.org/orkg/predicate/P15064,"esearch
Method",18
http://orkg.org/orkg/predicate/P41169,T_gas,18
http://orkg.org/orkg/predicate/P41321,Properties learning,18
http://orkg.org/orkg/predicate/P20142,Aim,18
http://orkg.org/orkg/predicate/P41177,Unit_wllow,18
http://orkg.org/orkg/predicate/P41923,Amount of Questions,18
http://orkg.org/orkg/predicate/P41924,Domain,18
http://orkg.org/orkg/predicate/P15077,File Size,18
http://orkg.org/orkg/predicate/P41033,has Recommended items,17
http://orkg.org/orkg/predicate/P41515,Depth integrated N2 fixation rate (lower limit),17
http://orkg.org/orkg/predicate/P15454,Template,17
http://orkg.org/orkg/predicate/P41032,has Target users,17
http://orkg.org/orkg/predicate/P41040,has Implementation level,17
http://orkg.org/orkg/predicate/P15444,Flyweight,17
http://orkg.org/orkg/predicate/P15101,Key Idea,17
http://orkg.org/orkg/predicate/P15069,# of Subjects,17
http://orkg.org/orkg/predicate/P9022,electrolyte,17
http://orkg.org/orkg/predicate/P41590,Temporal character,17
http://orkg.org/orkg/predicate/P15347,inter- human interaction,17
http://orkg.org/orkg/predicate/P15351,context awareness,17
http://orkg.org/orkg/predicate/P15448,Interpreter,17
http://orkg.org/orkg/predicate/P35065,Number of indicators,17
http://orkg.org/orkg/predicate/P15440,Bridge,17
http://orkg.org/orkg/predicate/P15443,Facade,17
http://orkg.org/orkg/predicate/P15458,C. jejuni (%),17
http://orkg.org/orkg/predicate/P15455,Visitor,17
http://orkg.org/orkg/predicate/P15102,Physical Layout Representation,17
http://orkg.org/orkg/predicate/P15433,Quality attribute,17
http://orkg.org/orkg/predicate/P15104,Output Representation,17
http://orkg.org/orkg/predicate/P15103,Logical Structure Representation,17
http://orkg.org/orkg/predicate/P15445,Proxy,17
http://orkg.org/orkg/predicate/P41589,Readout,17
http://orkg.org/orkg/predicate/P37086,Priori Knowledge of Study Area,17
http://orkg.org/orkg/predicate/P41517,Depth integrated N2 fixation rate unit,17
http://orkg.org/orkg/predicate/P15372,Accuracy (%) deyeo0:,17
http://orkg.org/orkg/predicate/P15435,Builder,17
http://orkg.org/orkg/predicate/P29008,uses detection instrument,17
http://orkg.org/orkg/predicate/P41039,Exploited data,17
http://orkg.org/orkg/predicate/P41028,helps achieve Smart city Goal,17
http://orkg.org/orkg/predicate/P41881,Study purpose,17
http://orkg.org/orkg/predicate/P41659,Sensors,17
http://orkg.org/orkg/predicate/P15325,Links,17
http://orkg.org/orkg/predicate/P15098,Performance Results,17
http://orkg.org/orkg/predicate/P41178,Unit_wlup,17
http://orkg.org/orkg/predicate/P41029,Addresses Smart city Action,17
http://orkg.org/orkg/predicate/P37084,Data Dimensionality Reduction Methods,17
http://orkg.org/orkg/predicate/P37090,Minerals Mapped/ Identified,17
http://orkg.org/orkg/predicate/P15438,Singleton,17
http://orkg.org/orkg/predicate/P37206,Sea surface salinity (SSS),17
http://orkg.org/orkg/predicate/P15452,Observer,17
http://orkg.org/orkg/predicate/P15450,Mediator,17
http://orkg.org/orkg/predicate/P15081,Time(sec),17
http://orkg.org/orkg/predicate/P15352,self learning,17
http://orkg.org/orkg/predicate/P15349,adaptation,17
http://orkg.org/orkg/predicate/P39136,Properties hierarchy extraction/learning,17
http://orkg.org/orkg/predicate/P41036,is based on User Preferences Type,17
http://orkg.org/orkg/predicate/P41754,Comparison_to,17
http://orkg.org/orkg/predicate/P15323,Source code (sc) or binary code (bc),17
http://orkg.org/orkg/predicate/P15447,Command,17
http://orkg.org/orkg/predicate/P15619,Seawater,17
http://orkg.org/orkg/predicate/P15321,Detection (d) or tracking (t),17
http://orkg.org/orkg/predicate/P15457,No. of samples,17
http://orkg.org/orkg/predicate/P15441,Composite,17
http://orkg.org/orkg/predicate/P41783,Surface functionalized with,17
http://orkg.org/orkg/predicate/P15346,Tailoring feedback,17
http://orkg.org/orkg/predicate/P15439,Adapter,17
http://orkg.org/orkg/predicate/P15105,Logical Labels,17
http://orkg.org/orkg/predicate/P15449,Iterator,17
http://orkg.org/orkg/predicate/P41516,Depth integrated N2 fixation rate (upper limit),17
http://orkg.org/orkg/predicate/P15587,N (% abnormal) with abnormal chromosome,17
http://orkg.org/orkg/predicate/P15348,user targeting,17
http://orkg.org/orkg/predicate/P15350,goal setting,17
http://orkg.org/orkg/predicate/P41026,belongs to Smart City Dimension,17
http://orkg.org/orkg/predicate/P15324,Number of points,17
http://orkg.org/orkg/predicate/P18065,has incubation time value,17
http://orkg.org/orkg/predicate/P15446,Chain of Resp.,17
http://orkg.org/orkg/predicate/P41155,Spec_wlup,17
http://orkg.org/orkg/predicate/P37586,hasFactsAbout,17
http://orkg.org/orkg/predicate/P15137,Survival,16
http://orkg.org/orkg/predicate/P41931,Material/Method,16
http://orkg.org/orkg/predicate/P15481,Published cost (V/GJ LHV),16
http://orkg.org/orkg/predicate/P23131,Serum levels of AED(s),16
http://orkg.org/orkg/predicate/P15175,Column,16
http://orkg.org/orkg/predicate/P15442,Decorator,16
http://orkg.org/orkg/predicate/P20019,Si precursor,16
http://orkg.org/orkg/predicate/P15134,Activity’s regulation or registration,16
http://orkg.org/orkg/predicate/P39113,Particle size of nanoparticles,16
http://orkg.org/orkg/predicate/P15436,Factory Method,16
http://orkg.org/orkg/predicate/P42017,Amplification factor,16
http://orkg.org/orkg/predicate/P40003,Extraction methods,16
http://orkg.org/orkg/predicate/P41950,Abundance unit is different in paper,16
http://orkg.org/orkg/predicate/P39133,Concepts extraction/learning,16
http://orkg.org/orkg/predicate/P40056,Temperature[K],16
http://orkg.org/orkg/predicate/P35213,Type of Polymerization,16
http://orkg.org/orkg/predicate/P20020,contacting electrode,16
http://orkg.org/orkg/predicate/P15054,Artefacts,16
http://orkg.org/orkg/predicate/P15131,Tax evas. or unreport. income,16
http://orkg.org/orkg/predicate/P15482,Updated cost (V 2012/ GJ LHV),16
http://orkg.org/orkg/predicate/P15135,Networks,16
http://orkg.org/orkg/predicate/P39138,Rule extraction/learning,16
http://orkg.org/orkg/predicate/P41053,Olivine (nm),16
http://orkg.org/orkg/predicate/P15129,National statistics (GNP),16
http://orkg.org/orkg/predicate/P15133,Professional status (self-empl. Or family-based),16
http://orkg.org/orkg/predicate/P41883,Issue(s) Addressed	,16
http://orkg.org/orkg/predicate/P39131,Axiom extraction/learning,16
http://orkg.org/orkg/predicate/P39135,Properties extraction/learning,16
http://orkg.org/orkg/predicate/P20024,process specification,16
http://orkg.org/orkg/predicate/P41055,Plagioclase (nm),16
http://orkg.org/orkg/predicate/P15632,[7]Region,16
http://orkg.org/orkg/predicate/P15130,"Labor market or status of labor (unregul., no soc. benef., work condit., etc.)",16
http://orkg.org/orkg/predicate/P39064,Applied pressure range (kPa),16
http://orkg.org/orkg/predicate/P41882,Components ,16
http://orkg.org/orkg/predicate/P41318,Has evaluation task,16
http://orkg.org/orkg/predicate/P41884,Technologies Deployed,16
http://orkg.org/orkg/predicate/P15128,Illegal activities,16
http://orkg.org/orkg/predicate/P4007,structure,16
http://orkg.org/orkg/predicate/P39063,Potential application of the sensor,16
http://orkg.org/orkg/predicate/P15451,Memento,16
http://orkg.org/orkg/predicate/P15322,Realtime (y) or not (n),16
http://orkg.org/orkg/predicate/P20021,counter electrode,16
http://orkg.org/orkg/predicate/P15070,Studied Picking System,16
http://orkg.org/orkg/predicate/P23159,Depression outcomes (sources),15
http://orkg.org/orkg/predicate/P15477,Cost V2012 (150 MW unit),15
http://orkg.org/orkg/predicate/P15028,Labels,15
http://orkg.org/orkg/predicate/P15314,Video (v)/image (i),15
http://orkg.org/orkg/predicate/P20022,(pseudo)reference electrode,15
http://orkg.org/orkg/predicate/P15474,Reported cost,15
http://orkg.org/orkg/predicate/P23157,Recruitment,15
http://orkg.org/orkg/predicate/P15437,Prototype,15
http://orkg.org/orkg/predicate/P15434,Abs. Factory,15
http://orkg.org/orkg/predicate/P18066,has assay phase characteristic,15
http://orkg.org/orkg/predicate/P15034,Availability,15
http://orkg.org/orkg/predicate/P24016,transient absorption:trapped electrons,15
http://orkg.org/orkg/predicate/P41315,Colitis model,15
http://orkg.org/orkg/predicate/P15318,Number of landmark points,15
http://orkg.org/orkg/predicate/P15319,# points,15
http://orkg.org/orkg/predicate/P23158,Most distal followup,15
http://orkg.org/orkg/predicate/P15411,Definition,15
http://orkg.org/orkg/predicate/P15050,Area of use,15
http://orkg.org/orkg/predicate/P15027,# Entries,15
http://orkg.org/orkg/predicate/P23160,Quality,15
http://orkg.org/orkg/predicate/P15056,Information sources,15
http://orkg.org/orkg/predicate/P15476,Reported capacity (MWth fuel),15
http://orkg.org/orkg/predicate/P41035,uses Recommendation Method,15
http://orkg.org/orkg/predicate/P41054,Pyroxene (nm),15
http://orkg.org/orkg/predicate/P15030,POS Tags,15
http://orkg.org/orkg/predicate/P1006,result,15
http://orkg.org/orkg/predicate/P41518,Volumetric N2 fixation rate (lower limit),15
http://orkg.org/orkg/predicate/P15025,Lexicon,15
http://orkg.org/orkg/predicate/P23153,Age mean (SD),15
http://orkg.org/orkg/predicate/P15316,Amount of data,15
http://orkg.org/orkg/predicate/P41034,uses Recommendation approach,15
http://orkg.org/orkg/predicate/P15475,Reported capacity (bbl/d),15
http://orkg.org/orkg/predicate/P23152,Depressive disorder,15
http://orkg.org/orkg/predicate/P43150,Photocatalyst,15
http://orkg.org/orkg/predicate/P15373,deyeo0:,15
http://orkg.org/orkg/predicate/P41166,OES,15
http://orkg.org/orkg/predicate/P17001,data source,15
http://orkg.org/orkg/predicate/P15317,Variations,15
http://orkg.org/orkg/predicate/P23155,% White,15
http://orkg.org/orkg/predicate/P41156,VUV,15
http://orkg.org/orkg/predicate/P15594,Duration of the study in years,15
http://orkg.org/orkg/predicate/P41249,has subject domain,15
http://orkg.org/orkg/predicate/P15315,Gray (g)/color (c),15
http://orkg.org/orkg/predicate/P15049,"Year of
Development",15
http://orkg.org/orkg/predicate/P23154,% Female,15
http://orkg.org/orkg/predicate/P15032,Dialect,15
http://orkg.org/orkg/predicate/P15031,MSA,15
http://orkg.org/orkg/predicate/P15026,Lemmas,15
http://orkg.org/orkg/predicate/P41669,Gauge Factor (GF),15
http://orkg.org/orkg/predicate/P39137,Terms extraction/learning,15
http://orkg.org/orkg/predicate/P24015,transient absorption:trapped holes,15
http://orkg.org/orkg/predicate/P15033,Emoticons,15
http://orkg.org/orkg/predicate/P15554,Gender (men/women),15
http://orkg.org/orkg/predicate/P4022,Institution,15
http://orkg.org/orkg/predicate/P15621,Freshwater,15
http://orkg.org/orkg/predicate/P41671,Nanomaterials,15
http://orkg.org/orkg/predicate/P15029,Tested for SA,15
http://orkg.org/orkg/predicate/P37399,Biodegredable or inorganic polymer,15
http://orkg.org/orkg/predicate/P41935,Synechococcus abundance (upper limit),14
http://orkg.org/orkg/predicate/P35035,Team Name,14
http://orkg.org/orkg/predicate/P15489,Plant cost (M$),14
http://orkg.org/orkg/predicate/P15161,Location awareness,14
http://orkg.org/orkg/predicate/P37400,Polymer charachterisation,14
http://orkg.org/orkg/predicate/P15478,Plant type,14
http://orkg.org/orkg/predicate/P15004,Quick summary,14
http://orkg.org/orkg/predicate/P15159,CH election,14
http://orkg.org/orkg/predicate/P1009,participants,14
http://orkg.org/orkg/predicate/P15019,"Feature
Extraction",14
http://orkg.org/orkg/predicate/P41503,Sea surface salinity (upper limit),14
http://orkg.org/orkg/predicate/P41938,Abundance unit,14
http://orkg.org/orkg/predicate/P39089,Uses Lipid ,14
http://orkg.org/orkg/predicate/P3006,Specificity,14
http://orkg.org/orkg/predicate/P28003,month,14
http://orkg.org/orkg/predicate/P7046,Semantic representation,14
http://orkg.org/orkg/predicate/P41183,Linear range (mM),14
http://orkg.org/orkg/predicate/P23125,95% CI of cases that developed adverse effects,14
http://orkg.org/orkg/predicate/P15462,Comparison,14
http://orkg.org/orkg/predicate/P15020,"Offline
Database",14
http://orkg.org/orkg/predicate/P15492,BEOP ($/barrel),14
http://orkg.org/orkg/predicate/P15493,BEOP (V2012/barrel averaged coal price),14
http://orkg.org/orkg/predicate/P15491,Plant cost (1000 t/h MV 2012),14
http://orkg.org/orkg/predicate/P15158,Inter-cluster topology,14
http://orkg.org/orkg/predicate/P41828,Ontology domains,14
http://orkg.org/orkg/predicate/P41060,Ferrous (nm),14
http://orkg.org/orkg/predicate/P15494,Diesel (V2012/l),14
http://orkg.org/orkg/predicate/P7055,Data type,14
http://orkg.org/orkg/predicate/P15162,Load balancing,14
http://orkg.org/orkg/predicate/P15490,Plant cost (M$ 2012),14
http://orkg.org/orkg/predicate/P29006,has assay footprint,14
http://orkg.org/orkg/predicate/P15378,eferred index,14
http://orkg.org/orkg/predicate/P15174,CH Properties Mobility Node type,14
http://orkg.org/orkg/predicate/P15156,Innovation,14
http://orkg.org/orkg/predicate/P39126,Individual learning,14
http://orkg.org/orkg/predicate/P41818,Linked Ontology,14
http://orkg.org/orkg/predicate/P23164,Study design ,13
http://orkg.org/orkg/predicate/P35083,Open Access,13
http://orkg.org/orkg/predicate/P35110,has subject selection method,13
http://orkg.org/orkg/predicate/P41549,Response (%),13
http://orkg.org/orkg/predicate/P15150,Routing aspects,13
http://orkg.org/orkg/predicate/P5032,Data types,13
http://orkg.org/orkg/predicate/P41611,Phase,13
http://orkg.org/orkg/predicate/P15149,Products,13
http://orkg.org/orkg/predicate/P43159,Techniques/Methods,13
http://orkg.org/orkg/predicate/P15151,Inventory management aspects,13
http://orkg.org/orkg/predicate/P41504,Remark,13
http://orkg.org/orkg/predicate/P41182,Sensitivity of the glucose biosensor (mA/cm². mM),13
http://orkg.org/orkg/predicate/P15005,Features used and feature selection,13
http://orkg.org/orkg/predicate/P37560,Reaction yield (%),13
http://orkg.org/orkg/predicate/P15153,Chitosanase family,13
http://orkg.org/orkg/predicate/P37006,Has end,13
http://orkg.org/orkg/predicate/P33004,References,13
http://orkg.org/orkg/predicate/P15558,Corticosteroit treatment - Noncorticosteroid (n),12
http://orkg.org/orkg/predicate/P15566,Type of anastomosis - Ileorectal,12
http://orkg.org/orkg/predicate/P34040,Staatsform zur Zeit der Konzeptentwicklung,12
http://orkg.org/orkg/predicate/P15365,ID Disc’,12
http://orkg.org/orkg/predicate/P15571,Type of anastomosis -Handsewn,12
http://orkg.org/orkg/predicate/P15680,Parameters,12
http://orkg.org/orkg/predicate/P41442,Physical safety,12
http://orkg.org/orkg/predicate/P41320,Axiom learning,12
http://orkg.org/orkg/predicate/P39042,Piezoelectric measurements,12
http://orkg.org/orkg/predicate/P37087,Spectral Mapping Technique,12
http://orkg.org/orkg/predicate/P15404,Population size,12
http://orkg.org/orkg/predicate/P15679,Name of Scheme,12
http://orkg.org/orkg/predicate/P41405,Field work,12
http://orkg.org/orkg/predicate/P41444,Nutrition,12
http://orkg.org/orkg/predicate/P41975,Preprocesing,12
http://orkg.org/orkg/predicate/P5082,operation,12
http://orkg.org/orkg/predicate/P5008,Graph,12
http://orkg.org/orkg/predicate/P15463,HPLC global,12
http://orkg.org/orkg/predicate/P15562,Statistical analysis OR,12
http://orkg.org/orkg/predicate/P41432,Air quality,12
http://orkg.org/orkg/predicate/P37083,Geometric Correction,12
http://orkg.org/orkg/predicate/P15578,Surgery - Colectomy,12
http://orkg.org/orkg/predicate/P41439,Leisure,12
http://orkg.org/orkg/predicate/P15557,Corticosteroit treatment - Corticosteroid (n),12
http://orkg.org/orkg/predicate/P43198,Supplimentary Information,12
http://orkg.org/orkg/predicate/P37089,Mineral Map Available,12
http://orkg.org/orkg/predicate/P39088,Type of Lipid-based nanoparticle,12
http://orkg.org/orkg/predicate/P15573,Surgery - Elective,12
http://orkg.org/orkg/predicate/P41553,"vuvspec_irradiance [Ar I, Ar II]",12
http://orkg.org/orkg/predicate/P37589,Ploidy of sexuals,12
http://orkg.org/orkg/predicate/P15461,Sp,12
http://orkg.org/orkg/predicate/P37105,Bad Bands Removal,12
http://orkg.org/orkg/predicate/P41441,Trust,12
http://orkg.org/orkg/predicate/P41933,Prochlorococcus abundance (upper limit),12
http://orkg.org/orkg/predicate/P41037,Is based on Explicit User Preferences,12
http://orkg.org/orkg/predicate/P15363,Node Imper’,12
http://orkg.org/orkg/predicate/P25004,Algorithm and Techniques,12
http://orkg.org/orkg/predicate/P41172,Unit_part_density,12
http://orkg.org/orkg/predicate/P43169,Carbonates,12
http://orkg.org/orkg/predicate/P15336,Papers,12
http://orkg.org/orkg/predicate/P41430,Consumption and income ,12
http://orkg.org/orkg/predicate/P41431,Land and ecosystems,12
http://orkg.org/orkg/predicate/P43168,Dolomite,12
http://orkg.org/orkg/predicate/P15459,C. coli (%),12
http://orkg.org/orkg/predicate/P15569,Type of anastomosis - Ileal pouch,12
http://orkg.org/orkg/predicate/P37082,Atmospheric correction model,12
http://orkg.org/orkg/predicate/P15263,Chief Clinical presentation,12
http://orkg.org/orkg/predicate/P37113,Has Citations,12
http://orkg.org/orkg/predicate/P41436,Labour,12
http://orkg.org/orkg/predicate/P37353,Bibliographic data source,12
http://orkg.org/orkg/predicate/P37354,Scientific network(s),12
http://orkg.org/orkg/predicate/P23171,Setting   ,12
http://orkg.org/orkg/predicate/P15577,Surgery - Anterior resection,12
http://orkg.org/orkg/predicate/P43170,Calcite,12
http://orkg.org/orkg/predicate/P15055,Mechanisms providing feedback,12
http://orkg.org/orkg/predicate/P15556,Pathology/diagnosis,12
http://orkg.org/orkg/predicate/P15559,Anastomotic leakage (AL) - Total AL (n),12
http://orkg.org/orkg/predicate/P15264,Size (mm),12
http://orkg.org/orkg/predicate/P9006,p-value,12
http://orkg.org/orkg/predicate/P15465,CG,12
http://orkg.org/orkg/predicate/P34039,Gesellschaft zur Zeit der Konzeptentwicklung,12
http://orkg.org/orkg/predicate/P41012,Validation,12
http://orkg.org/orkg/predicate/P41440,Institutions,12
http://orkg.org/orkg/predicate/P15574,Surgery - Emergency,12
http://orkg.org/orkg/predicate/P43165,Supplementary sources,12
http://orkg.org/orkg/predicate/P37355,Social network analysis,12
http://orkg.org/orkg/predicate/P41443,Subjective well-being,12
http://orkg.org/orkg/predicate/P15570,Type of anastomosis - anal (IPAA),12
http://orkg.org/orkg/predicate/P37588,Species ,12
http://orkg.org/orkg/predicate/P41827,Epidemiological software development approach,12
http://orkg.org/orkg/predicate/P15575,Surgery - Right-sided colectomy,12
http://orkg.org/orkg/predicate/P41433,Energy resources,12
http://orkg.org/orkg/predicate/P43163,Talc,12
http://orkg.org/orkg/predicate/P15582,Indication,12
http://orkg.org/orkg/predicate/P15265,Follow up (months),12
http://orkg.org/orkg/predicate/P43162,(FeMg)OH,12
http://orkg.org/orkg/predicate/P41435,Financial capital,12
http://orkg.org/orkg/predicate/P15681,Enviroment,12
http://orkg.org/orkg/predicate/P7009,Supports RDF,12
http://orkg.org/orkg/predicate/P15261,Age (years),12
http://orkg.org/orkg/predicate/P37103,De-striping,12
http://orkg.org/orkg/predicate/P15576,Surgery - Left-sided colectomy,12
http://orkg.org/orkg/predicate/P15553,Variables,12
http://orkg.org/orkg/predicate/P15364,Sending False Info’,12
http://orkg.org/orkg/predicate/P41437,Climate,12
http://orkg.org/orkg/predicate/P15561,Anastomotic leakage (AL) - noncorticosteroid (n),12
http://orkg.org/orkg/predicate/P39041,Piezoelectric coefficient measured (pm/V),12
http://orkg.org/orkg/predicate/P41193,Learning purpose,12
http://orkg.org/orkg/predicate/P15567,Type of anastomosis - Colorectal,12
http://orkg.org/orkg/predicate/P43180,Pyroxene,12
http://orkg.org/orkg/predicate/P41961,Low-Ca pyroxene (nm),12
http://orkg.org/orkg/predicate/P41434,Mineral resources,12
http://orkg.org/orkg/predicate/P15355,Key findings,12
http://orkg.org/orkg/predicate/P43186,Phyllosilicates,12
http://orkg.org/orkg/predicate/P43171,Clay,12
http://orkg.org/orkg/predicate/P15560,Anastomotic leakage (AL) - corticosteroid (n),12
http://orkg.org/orkg/predicate/P43192,Hydrated silica,12
http://orkg.org/orkg/predicate/P15579,Surgery - Segmental,12
http://orkg.org/orkg/predicate/P15564,Type of anastomosis - Ileoileal,12
http://orkg.org/orkg/predicate/P43184,Molecular water,12
http://orkg.org/orkg/predicate/P15401,Motivation,12
http://orkg.org/orkg/predicate/P37107,Citations,12
http://orkg.org/orkg/predicate/P15606,Platform,12
http://orkg.org/orkg/predicate/P27010,Effect size,12
http://orkg.org/orkg/predicate/P37100,Ferrous (Iron) Band Position (nm),12
http://orkg.org/orkg/predicate/P15683,Tool Findings,12
http://orkg.org/orkg/predicate/P37099,Deepest Spectral feature (nm),12
http://orkg.org/orkg/predicate/P41559,has composite indicator,12
http://orkg.org/orkg/predicate/P41974,Other datasets,12
http://orkg.org/orkg/predicate/P43158,Field spectra,12
http://orkg.org/orkg/predicate/P15555,Mean age (years),12
http://orkg.org/orkg/predicate/P15565,Type of anastomosis -Ileocolic,12
http://orkg.org/orkg/predicate/P15568,Type of anastomosis - Colocolic,12
http://orkg.org/orkg/predicate/P15473,Scale factor,12
http://orkg.org/orkg/predicate/P15682,Tools used for simulation,12
http://orkg.org/orkg/predicate/P41171,"Part_density{O,N,OH,O_3,Ar*}",12
http://orkg.org/orkg/predicate/P41822,Statistical analysis techniques,12
http://orkg.org/orkg/predicate/P43160,Geothite,12
http://orkg.org/orkg/predicate/P37093,Band Parameters,12
http://orkg.org/orkg/predicate/P15362,Sybil Attacks,12
http://orkg.org/orkg/predicate/P41445,Knowledge capital,12
http://orkg.org/orkg/predicate/P15563,95% CI,12
http://orkg.org/orkg/predicate/P43195,smectite,12
http://orkg.org/orkg/predicate/P15572,Type of anastomosis - Stapled,12
http://orkg.org/orkg/predicate/P41438,Physical capital,12
http://orkg.org/orkg/predicate/P37590,Ploidy of apomicts,12
http://orkg.org/orkg/predicate/P37085,End Member Extraction Techniques,12
http://orkg.org/orkg/predicate/P23127,Most common adverse effects,11
http://orkg.org/orkg/predicate/P43103,has state,11
http://orkg.org/orkg/predicate/P15048,Tool-Support,11
http://orkg.org/orkg/predicate/P15074,Recomm.,11
http://orkg.org/orkg/predicate/P34053,Lebenslage Sozialarbeiter*innen,11
http://orkg.org/orkg/predicate/P34052,Lebenslage Adressat*innen,11
http://orkg.org/orkg/predicate/P34049,Definitionsmacht,11
http://orkg.org/orkg/predicate/P36106,Well-being: mean value during COVID-19 pandemic,11
http://orkg.org/orkg/predicate/P43161,MgOH,11
http://orkg.org/orkg/predicate/P15402,Spatial structure/population heterogeneity,11
http://orkg.org/orkg/predicate/P25013,H2 Formation Rate,11
http://orkg.org/orkg/predicate/P34048,Ressourcen,11
http://orkg.org/orkg/predicate/P15282,Weight (g),11
http://orkg.org/orkg/predicate/P15498,Computational cost,11
http://orkg.org/orkg/predicate/P36090,Operationalisation of dependent variable,11
http://orkg.org/orkg/predicate/P9045,R0 estimates (average),11
http://orkg.org/orkg/predicate/P38001,uses benchmark,11
http://orkg.org/orkg/predicate/P15622,Brackish water,11
http://orkg.org/orkg/predicate/P34045,Adressat*innen,11
http://orkg.org/orkg/predicate/P15407,Aging,11
http://orkg.org/orkg/predicate/P34051,Repräsentationsform,11
http://orkg.org/orkg/predicate/P35115,Tests,11
http://orkg.org/orkg/predicate/P34044,Funktion Sozialer Arbeit,11
http://orkg.org/orkg/predicate/P35058,Transportation,11
http://orkg.org/orkg/predicate/P23129,Age of cats at seizure onset (years),11
http://orkg.org/orkg/predicate/P15398,Problem-tailored heuristic,11
http://orkg.org/orkg/predicate/P36089,Indicator for well-being,11
http://orkg.org/orkg/predicate/P37034,Effect size - explanation,11
http://orkg.org/orkg/predicate/P36101,Identification method,11
http://orkg.org/orkg/predicate/P18050,PubChem AID,11
http://orkg.org/orkg/predicate/P37328,Delta15N (of surface PON),11
http://orkg.org/orkg/predicate/P34043,Auftraggeber,11
http://orkg.org/orkg/predicate/P15408,Self-adaptation,11
http://orkg.org/orkg/predicate/P41875,Number of relations,11
http://orkg.org/orkg/predicate/P34041,Soziale Arbeit als Institution,11
http://orkg.org/orkg/predicate/P15270,Inventory policy,11
http://orkg.org/orkg/predicate/P15700,has end,11
http://orkg.org/orkg/predicate/P15320,fps,11
http://orkg.org/orkg/predicate/P15073,Vis. Types,11
http://orkg.org/orkg/predicate/P15333,Other sources/ (papers),11
http://orkg.org/orkg/predicate/P15496,Dependency on the underlying models,11
http://orkg.org/orkg/predicate/P5035,Preferences,11
http://orkg.org/orkg/predicate/P15406,Migration,11
http://orkg.org/orkg/predicate/P25009,Niobate,11
http://orkg.org/orkg/predicate/P36105,Well-being: mean value before COVID-19 pandemic,11
http://orkg.org/orkg/predicate/P4053,is about,11
http://orkg.org/orkg/predicate/P15653,Method/ Technique(s)/(Database),11
http://orkg.org/orkg/predicate/P15403,Population structure,11
http://orkg.org/orkg/predicate/P34047,Vergesellschaftungsprozess,11
http://orkg.org/orkg/predicate/P34046,Perspektive/Ziel Sozialer Arbeit,11
http://orkg.org/orkg/predicate/P34055,Ebene der Verhandlung,11
http://orkg.org/orkg/predicate/P15608,Comment,11
http://orkg.org/orkg/predicate/P41668,Ontologies which have been used as referenced as metadata,11
http://orkg.org/orkg/predicate/P34042,gesellschaftliche Funktion Sozialer Arbeit,11
http://orkg.org/orkg/predicate/P15046,Nature of Traceability,11
http://orkg.org/orkg/predicate/P37315,Experiment name,11
http://orkg.org/orkg/predicate/P23006,has countries,11
http://orkg.org/orkg/predicate/P41502,Sea surface salinity (lower limit),11
http://orkg.org/orkg/predicate/P36107,Control variables,11
http://orkg.org/orkg/predicate/P15399,Metaheuristic,11
http://orkg.org/orkg/predicate/P15361,Authenticity Technique,11
http://orkg.org/orkg/predicate/P36088,Examined (sub-)group,11
http://orkg.org/orkg/predicate/P15304,Objective function(s),11
http://orkg.org/orkg/predicate/P15497,Assumption of data availability,11
http://orkg.org/orkg/predicate/P15412,Middle-income range: thresholds,11
http://orkg.org/orkg/predicate/P15400,Matheuristic,11
http://orkg.org/orkg/predicate/P34054,angestrebte Macht der Adressat*innen,11
http://orkg.org/orkg/predicate/P15405,Recombination Within island,11
http://orkg.org/orkg/predicate/P34050,Macht von - Macht über,11
http://orkg.org/orkg/predicate/P5036,Statistics,11
http://orkg.org/orkg/predicate/P35005,Triples Extraction,11
http://orkg.org/orkg/predicate/P34056,Bewegungshintergrund,11
http://orkg.org/orkg/predicate/P37322,Method (nitrogen fixation rates),11
http://orkg.org/orkg/predicate/P37318,Sampling stations,11
http://orkg.org/orkg/predicate/P36094,Compared time before the COVID-19 pandemic,11
http://orkg.org/orkg/predicate/P15654,Result/Accuracy,11
http://orkg.org/orkg/predicate/P15495,Supervised / unsupervised,11
http://orkg.org/orkg/predicate/P7034,Ontology,10
http://orkg.org/orkg/predicate/P15013,Implemented into car mock-up,10
http://orkg.org/orkg/predicate/P23118,AED evaluated,10
