researchproblem,researchproblemLabel,paperCount
http://orkg.org/orkg/resource/R140862,Determining rumor veracity,1
http://orkg.org/orkg/resource/R146366,Scientific entity classification,1
http://orkg.org/orkg/resource/R52352,Reevaluation of the BAT value for 2‐Butoxyethanol,1
http://orkg.org/orkg/resource/R35074,Visual/Verbal Divide,1
http://orkg.org/orkg/resource/R109929,PbLi/water reaction model,1
http://orkg.org/orkg/resource/R69323,Neubewertung des MAK-Wertes und der fruchtschädigenden Wirkung von Polyalphaolefine,1
http://orkg.org/orkg/resource/R68009,"Neubewertung des Biologischen Arbeitsstoff-Toleranzwertes (BAT) für 1,1,1-Trichlorethan",1
http://orkg.org/orkg/resource/R34968,Enterprise resource planning,1
http://orkg.org/orkg/resource/R67646,Verifizierung einer Biomonitoring Methode zur Bestimmung von Quecksilber in Blut und Urin,1
http://orkg.org/orkg/resource/R139673,How to create and deploy smart replicas in interactive musem exhibitions?,1
http://orkg.org/orkg/resource/R147386,Lithological mapping of southwestern Saudi Arabia using Landsat 8 OLI,1
http://orkg.org/orkg/resource/R138325,Comprehensive Mineralogical analysis of central peaks of lunar craters from SELENE Spectral Profiler,1
http://orkg.org/orkg/resource/R41460,System organization,1
http://orkg.org/orkg/resource/R139648,Search for hydrated silicate minerals on Mars using orbital remote sensing,1
http://orkg.org/orkg/resource/R4422,finding trends in required job skills for IT jobs during 17 years,1
http://orkg.org/orkg/resource/R150562,Identification of semantic relations,1
http://orkg.org/orkg/resource/R75892,text-based hate speech detection,1
http://orkg.org/orkg/resource/R143489,Important role of remote sensing in forest ecology and management,1
http://orkg.org/orkg/resource/R51172,Reevaluation of the correlation between inhalation exposure to pentachlorophenol and urinary pentachlorophenol (EKA),1
http://orkg.org/orkg/resource/R6954,Identifying natural units (bona fide entity types),1
http://orkg.org/orkg/resource/R138329,Application of Hyperspectral Imager (HySI) data in lunar mineral mapping,1
http://orkg.org/orkg/resource/R68222,Evaluation of benzyl butyl phthalate to derive a maximum concentration at the workplace (MAK value),1
http://orkg.org/orkg/resource/R68743,Validation of an air monitoring method for the determination of nitrobenzene in workplace air,1
http://orkg.org/orkg/resource/R153396,boltzmann machine,1
http://orkg.org/orkg/resource/R144018,Raman spectral analysis for borosilicate mineral ferroaxinite,1
http://orkg.org/orkg/resource/R8671,comparison of staining effect of phosphate buffer and OTE on different structures,1
http://orkg.org/orkg/resource/R44379,Big Earth Data analysis,1
http://orkg.org/orkg/resource/R75803,Knowledge Graph Creation from Natural Language Text,1
http://orkg.org/orkg/resource/R46815,Keywords,1
http://orkg.org/orkg/resource/R69334,Reevaluation of nitrobenzene,1
http://orkg.org/orkg/resource/R147319,Volcanic history of Moon from Moon Mineralogy Mapper data,1
http://orkg.org/orkg/resource/R109589,Biological nitrogen fixation assessment in the Indian Ocean,1
http://orkg.org/orkg/resource/R50740,Verifizierung einer Biomonitoring-Methode zur Bestimmung von BHT-Säure in Urin.,1
http://orkg.org/orkg/resource/R111413,What is the purpose of Ezekiel's inaugural vision?,1
http://orkg.org/orkg/resource/R108818,Biological nitrogen fixation plays an essential role in sustaining marine primary production by providing bioavailable nitrogen. Still most oceanic regions lack nitrogen fixation rate measurements.,1
http://orkg.org/orkg/resource/R70133,"""IC90 for antiviral activity against SARS-CoV-2 in the Vero E6 cell line by measuring infectious viral titer",1
http://orkg.org/orkg/resource/R74416,Knowledge Grapah-based Recommendation,1
http://orkg.org/orkg/resource/R138511,Raman point-count method for the analysis of Apollo returned samples,1
http://orkg.org/orkg/resource/R75503,Incidence of epilepsy in Europe,1
http://orkg.org/orkg/resource/R69703,Reevaluation of  the maximum concentration at the workplace (MAK value) of methyl mercaptan,1
http://orkg.org/orkg/resource/R68662,Reevaluation of the maximum concentration at the workplace (MAK value) for isopropyl alcohol,1
http://orkg.org/orkg/resource/R4355,"defining required skills for business analyst, business intelligence analyst, data analyst, and data scientist",1
http://orkg.org/orkg/resource/R4529,Defining the required skills for operational research related jobs,1
http://orkg.org/orkg/resource/R46265,Robust Design Methods,1
http://orkg.org/orkg/resource/R53389,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R141108,political economy,1
http://orkg.org/orkg/resource/R69515,Neubewertung aller toxikologischen Werte für Siliciumcarbid,1
http://orkg.org/orkg/resource/R51096,"Reevaluation of the BAT value for 1,4-Dioxane",1
http://orkg.org/orkg/resource/R53156,Reevaluation of the MAK value for acetonitrile,1
http://orkg.org/orkg/resource/R70016,Inhibition of SARS coronavirus recombinant 3C-like protease,1
http://orkg.org/orkg/resource/R109388,Primary production assessment in the Indian Ocean,1
http://orkg.org/orkg/resource/R70378,Predictive Maintenance,1
http://orkg.org/orkg/resource/R44013,SARS-CoV-2 infection of residents of a nursing facility in the USA,1
http://orkg.org/orkg/resource/R46319,push the boundaries of recurrent language models and encoder - decoder architectures,1
http://orkg.org/orkg/resource/R110309,What framework captures the dimensions of a library as a place?,1
http://orkg.org/orkg/resource/R44250,NERC,1
http://orkg.org/orkg/resource/R68956,Neubewertung des MAK-Wertes für Anilin,1
http://orkg.org/orkg/resource/R78103,Knowledge graph of fact-checkeing claims,1
http://orkg.org/orkg/resource/R114097,High costs of NLJ method due to a lot of remote requests equal to the number of the join steps,1
http://orkg.org/orkg/resource/R41602,"learn implicit linguistic features solely from plain text corpora by unsupervised pre-training, before fine-tuning the learned language representations on the relation extraction task",1
http://orkg.org/orkg/resource/R58130,Neubewertung des MAK-Wertes für Dichloressigsäure,1
http://orkg.org/orkg/resource/R110420,CVT efficiency while used for road vehicles powertrain,1
http://orkg.org/orkg/resource/R8647,comparison of staining effect of tannic acid on different structures,1
http://orkg.org/orkg/resource/R50696,Schädigung durch maximale Konzentration von ortho-Phenylphenol (OPP) und ortho-Phenylphenol-Natrium (OPP-Na) am Arbeitsplatz,1
http://orkg.org/orkg/resource/R2086,Data Versioning,1
http://orkg.org/orkg/resource/R108880,examining innovative practices and strategies to foster multi-functionality in communitysupported agriculture,1
http://orkg.org/orkg/resource/R76038,semantic interoperability of the medical connected objects and their data,1
http://orkg.org/orkg/resource/R53300,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R68639,Evaluation of all toxicological endpoints for diisotridecyl phthalate and ditridecyl phthalate,1
http://orkg.org/orkg/resource/R4777,Image Inter-coder Study  ,1
http://orkg.org/orkg/resource/R52321,Beschreibung einer Air Monitoring Methode zur Bestimmung von Benzylalkohol am Arbeitsplatz,1
http://orkg.org/orkg/resource/R138341,Combined spectroscopic analysis of Mare Moscoviense from Chandrayaan-1 datasets,1
http://orkg.org/orkg/resource/R109325,Factors influencing farm households’ use of various information sources,1
http://orkg.org/orkg/resource/R8381,knowledge discovery on knowledge graphs,1
http://orkg.org/orkg/resource/R122996,Medical Named Entity Recognition,1
http://orkg.org/orkg/resource/R69341,Evaluation of the the exposure equivalents for carcinogenic substances (EKA) for epichlorohydrin,1
http://orkg.org/orkg/resource/R3006,contextual data,1
http://orkg.org/orkg/resource/R58093,Reevaluation of all toxilogical endpoints for methyl styrene,1
http://orkg.org/orkg/resource/R53039,crowd safety,1
http://orkg.org/orkg/resource/R53268,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R78091,Automated construction of health knowledge graphs from medical records,1
http://orkg.org/orkg/resource/R46191,tools and methods to address  data stream processing constrains,1
http://orkg.org/orkg/resource/R108125,"Spectral analysis and Mixture Tuned Matched Filter technqiues gives satisfactory results in mapping the minerals at Mount Fitton, Australia.",1
http://orkg.org/orkg/resource/R150086,Text and Data Mining (TDM),1
http://orkg.org/orkg/resource/R51261,Identification of inhibitors of SARS-CoV-2,1
http://orkg.org/orkg/resource/R9379,comparison of staining effect of phosphotungstic acid section stain on different features of human hair,1
http://orkg.org/orkg/resource/R9138,CMIP5,1
http://orkg.org/orkg/resource/R140558,ASTER data for identification of iron ores,1
http://orkg.org/orkg/resource/R139935,developing an energy efficiency solution for a historicaal building,1
http://orkg.org/orkg/resource/R147333,Mineralogy of Goldschmidt crater and the Moon's north polar region using Moon Mineralogy Mapper,1
http://orkg.org/orkg/resource/R50533,Schädigung durch maximale Konzentration von Tantal am Arbeitsplatz,1
http://orkg.org/orkg/resource/R70146,Antiviral activity against SARS-CoV Frankfurt1 in Vero E6 cells,1
http://orkg.org/orkg/resource/R5047,Query Completeness,1
http://orkg.org/orkg/resource/R140822,Mapping the spatial distribution of altered minerals in rocks and soils in the Gadag Schist Belt (GSB) using Hyperion data,1
http://orkg.org/orkg/resource/R4963,Federated Query Processing,1
http://orkg.org/orkg/resource/R10012,scene text detection,1
http://orkg.org/orkg/resource/R67626,Evaluation of a biological guidance value at the workplace (BLW) for for the combined urinary concentration of the four major DEHP metabolites,1
http://orkg.org/orkg/resource/R4213,required skills for library and information professionals,1
http://orkg.org/orkg/resource/R68678,Developing big Earth data analytics,1
http://orkg.org/orkg/resource/R52324,Reevaluierung des BAT-Wertes von Tetrachlorethen,1
http://orkg.org/orkg/resource/R51193,"Reevaluation of the MAK value for N,N-Dimethylformamide",1
http://orkg.org/orkg/resource/R140129,to provide portfolios of urban simulations,1
http://orkg.org/orkg/resource/R114066,Minimizing query evaluation time,1
http://orkg.org/orkg/resource/R58085,Reevaluation of the maximum concentration at the workplace (MAK value) for magnesium oxide,1
http://orkg.org/orkg/resource/R70375,Business Privacy,1
http://orkg.org/orkg/resource/R69695,Evaluation of coconut oil  to derive a maximum concentration at the workplace (MAK value),1
http://orkg.org/orkg/resource/R46014,Automatic Human Face Identification,1
http://orkg.org/orkg/resource/R143645,Application of Remote sensing  to monitor and estimate biomass,1
http://orkg.org/orkg/resource/R70297,open hardware development,1
http://orkg.org/orkg/resource/R10011,text extraction from images ,1
http://orkg.org/orkg/resource/R4242,required skills for analytics positions,1
http://orkg.org/orkg/resource/R4508,Defining and Comparing the required skills for Big Data and Buisness Intelligence professionals,1
http://orkg.org/orkg/resource/R12038,screen content coding,1
http://orkg.org/orkg/resource/R69049,Neubewertung des MAK-Wertes und der fruchtschädigenden Wirkung von Nitroglycerin,1
http://orkg.org/orkg/resource/R4295,Analyzing trends in IT jobs,1
http://orkg.org/orkg/resource/R8093,3'UTR,1
http://orkg.org/orkg/resource/R8130,Similarity measures,1
http://orkg.org/orkg/resource/R108295,Real-time spam tweet classifier.,1
http://orkg.org/orkg/resource/R138519,Raman spectral analysis of Apollo 12 samples to identify silica polymorphs,1
http://orkg.org/orkg/resource/R74527,intersection of emotions and software engineering,1
http://orkg.org/orkg/resource/R140811,Hyperion data for characterization of hematite ore mineral classes,1
http://orkg.org/orkg/resource/R140562,ASTER data for mapping iron oxides,1
http://orkg.org/orkg/resource/R143549,Applications of remote sensing for mineral exploartion,1
http://orkg.org/orkg/resource/R70056,Inhibition of SARS 3Clpro,1
http://orkg.org/orkg/resource/R110039,Effects of warming on vegetation,1
http://orkg.org/orkg/resource/R69482,Verifizierung einer Biomonitoring Methode zur Bestimmung von Methyl-tert-butylether in Blut und Urin,1
http://orkg.org/orkg/resource/R38476,Structured data for scholarly publications,1
http://orkg.org/orkg/resource/R140545,Use of ASTER data to lineate the bauxite rich pockets within the laterites,1
http://orkg.org/orkg/resource/R41557,Relation classification,1
http://orkg.org/orkg/resource/R137149,Integrated spectral and chemical characterization of gypsum for Martian analogs,1
http://orkg.org/orkg/resource/R53263,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R113029,Define and validate SHACL Shape constraints in an ontology editor,1
http://orkg.org/orkg/resource/R144182,Importance of Machine learning in processing the data from Remote sensing sensors,1
http://orkg.org/orkg/resource/R150068,Identify selected determinants of attractiveness of international academic conferences,1
http://orkg.org/orkg/resource/R109784,Nursing shortage,1
http://orkg.org/orkg/resource/R44285,jointly learn to extract entities and relations,1
http://orkg.org/orkg/resource/R53404,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R53342,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R109109,Big Data,1
http://orkg.org/orkg/resource/R9352,comparison of staining effect of silver nitrate en bloc on different features of human hair,1
http://orkg.org/orkg/resource/R69380,Entwicklung und Verifizierung einer Biomonitoring Methode zur Bestimmung von 2-Mercaptobenzothiazol in Urin,1
http://orkg.org/orkg/resource/R155160,Hyperion Hyperspectral VNIR-SWIR Imaging System for Mineral Mapping,1
http://orkg.org/orkg/resource/R136018,Ontology mapping,1
http://orkg.org/orkg/resource/R34985,Local Analysis,1
http://orkg.org/orkg/resource/R10039,quantification of non-travel activities,1
http://orkg.org/orkg/resource/R75844,e-book publishing in Nigeria,1
http://orkg.org/orkg/resource/R108134,The spectral absorption feature  extracted from Airborne and Space borne hyperspectral datasets are comapred for talc minerals.,1
http://orkg.org/orkg/resource/R50717,Schädigung durch maximale Konzentration von Polytetrafluorethen am Arbeitsplatz,1
http://orkg.org/orkg/resource/R46027,3D face recognition on small 3D databases,1
http://orkg.org/orkg/resource/R109993,Corn cob biochar impact on soil water retention and gast transport in soils,1
http://orkg.org/orkg/resource/R109950,Prevalence of STEC worldwide,1
http://orkg.org/orkg/resource/R67841,Neubewertung des MAK-Wertes für Zirkonium und seine Verbindungen,1
http://orkg.org/orkg/resource/R114069,Influencing runtime of Caching ASK Requests for Source Selection ,1
http://orkg.org/orkg/resource/R68974,Neubewertung von Calciumbis(dinonylnaphthalinsulfonat) zur Ableitung eines MAK-Wertes,1
http://orkg.org/orkg/resource/R50514,Schädigung durch maximale Konzentration von Cyanurchlorid am Arbeitsplatz,1
http://orkg.org/orkg/resource/R68248,Maximum concentration at the workplace for tert-Butylamine,1
http://orkg.org/orkg/resource/R52314,Beschreibung einer Air Monitoring Methode zur Bestimmung von 2-Phenoxyethanol am Arbeitsplatz,1
http://orkg.org/orkg/resource/R149011,Optimization of the time-frequency resolution of spectrograms,1
http://orkg.org/orkg/resource/R53305,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R110036, Effects of warming on vegetation,1
http://orkg.org/orkg/resource/R76778,an overview and comparison of publicly available knowledge graphs,1
http://orkg.org/orkg/resource/R35059,Knowledge Gain Prediction,1
http://orkg.org/orkg/resource/R76133,G-Quadruplex Ionic Selectivity,1
http://orkg.org/orkg/resource/R53073,improve instance data input,1
http://orkg.org/orkg/resource/R50528,Schädigung durch maximale Konzentration von Methylamin am Arbeitsplatz,1
http://orkg.org/orkg/resource/R53294,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R50772,"Reevaluierung des BAT- und MAK-Wertes von N,N-Dimethylacetamid",1
http://orkg.org/orkg/resource/R58065,Verifizierung einer Biomonitoring Methode zur Bestimmung von α-Fluor-β-alanin in Urin,1
http://orkg.org/orkg/resource/R75831,Describing the characteristics of humanitarian decision-making,1
http://orkg.org/orkg/resource/R41461,Heterogeneity,1
http://orkg.org/orkg/resource/R4320,Processing web texts for classifying job offers,1
http://orkg.org/orkg/resource/R44112,Time Series Data Cleaning,1
http://orkg.org/orkg/resource/R140599,Senseval-3 English lexical sample task,1
http://orkg.org/orkg/resource/R8445,Scalable automated expansion of human induced pluripotent stem cell lines,1
http://orkg.org/orkg/resource/R74400,Open Data,1
http://orkg.org/orkg/resource/R48212,"Usage of tumor necrosis factor alpha (TNF-alpha), for identification of hits specific to TNFa-modulated pathways",1
http://orkg.org/orkg/resource/R8121,miRNA target identification,1
http://orkg.org/orkg/resource/R6868,Road vehicle classification,1
http://orkg.org/orkg/resource/R50519,Schädigung durch maximale Konzentration von Graphit am Arbeitsplatz,1
http://orkg.org/orkg/resource/R8116,drug delivery,1
http://orkg.org/orkg/resource/R9582,Multilingualism in QA,1
http://orkg.org/orkg/resource/R50707,"Schädigung durch maximale Konzentration von N,N-Dimethylformamid am Arbeitsplatz",1
http://orkg.org/orkg/resource/R147354,Mineral mapping of Theophilus crater using Moon Mineralogy Mapper data,1
http://orkg.org/orkg/resource/R110153,Gaze Duration,1
http://orkg.org/orkg/resource/R111733,neural correlates of risk impressions,1
http://orkg.org/orkg/resource/R4228,lack of ontology of research areas in Computer Science,1
http://orkg.org/orkg/resource/R147526,Reference Dataset for Bibliographic Research,1
http://orkg.org/orkg/resource/R113017,Design a full-featured vocabulary development environment centered around version control systems,1
http://orkg.org/orkg/resource/R78288,The effect of rhizosphere soil or root tissues amendments on the microbial mineralisation of hydrocarbons in soil slurry by the indigenous microbial communities has been investigated. ,1
http://orkg.org/orkg/resource/R108143,"Alteration mineral jones in Rajasthan, India are mapped using band ratios, End members from ASTER multispectral datasets.",1
http://orkg.org/orkg/resource/R8074,in vivo,1
http://orkg.org/orkg/resource/R67753,Neubewertung des MAK-Wertes für Ethanthiol,1
http://orkg.org/orkg/resource/R75641,Prevalence of epilepsy in Europe,1
http://orkg.org/orkg/resource/R137136,Determination of mineral chemistry  by VNIR and micro Raman spectroscopy for future planetary exploration,1
http://orkg.org/orkg/resource/R140638,Cross-lingual Textual Entailment,1
http://orkg.org/orkg/resource/R139887,Participatory Sensing,1
http://orkg.org/orkg/resource/R8386,partitioning of the sources of soil surface CO2 flux,1
http://orkg.org/orkg/resource/R110135,Optimal sizing and scheduling of hybrid energy systems and microgrids,1
http://orkg.org/orkg/resource/R68023,Development and verification of a biomonitoring method for the determination of boron in urine,1
http://orkg.org/orkg/resource/R41485,build task agnostic relation representations solely from entity-linked text,1
http://orkg.org/orkg/resource/R8570,Generating labeled data for duplicate question detection in online cQA forums,1
http://orkg.org/orkg/resource/R68693,Reevaluation of tetrachlorethylene to derive a maximum concentration at the workplace (MAK value),1
http://orkg.org/orkg/resource/R9570,Scholarly Figure Text Extraction,1
http://orkg.org/orkg/resource/R150511,Bio-entity recognition,1
http://orkg.org/orkg/resource/R113053,Collect desired features for a user interface for editing data shapes,1
http://orkg.org/orkg/resource/R155133,Alteration mapping from AVIRIS data,1
http://orkg.org/orkg/resource/R68654,Reevaluation of the general aspects of the toxicity of inorganic fibrous dusts,1
http://orkg.org/orkg/resource/R138523,Raman and infrared (FTIR) spectroscopic studies on the rock and lithic clasts of Northwest Africa (NWA) 4884,1
http://orkg.org/orkg/resource/R109329,Potential inhibitors of coronavirus 3- chymotrypsin-like protease (3CLpro): an in silico screening of alkaloids and terpenoids from African medicinal plants,1
http://orkg.org/orkg/resource/R53278,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R67828,Neubewertung des MAK-Wertes für Methylformiat,1
http://orkg.org/orkg/resource/R107847,The role of interaction as a crucial component of the education process,1
http://orkg.org/orkg/resource/R69045,Neubewertung des MAK-Wertes und der fruchtschädigenden Wirkung von Ethylbenzol,1
http://orkg.org/orkg/resource/R57565,"Neubewertung des MAK-Wertes für trans-1,3,3,3-Tetraﬂuorpropen",1
http://orkg.org/orkg/resource/R68736,"Validation of an air monitoring method for the determination of 1,3-butadiene in workplace air",1
http://orkg.org/orkg/resource/R70298,high speed cameras,1
http://orkg.org/orkg/resource/R109716,Sodium Void Reactivity Effect (SVRE),1
http://orkg.org/orkg/resource/R155231,Characterization of Amazonian volcanic materials using MRO CRISM data,1
http://orkg.org/orkg/resource/R4946,Update Propagation,1
http://orkg.org/orkg/resource/R38550,Relative Depth Estimation in Monocular Images,1
http://orkg.org/orkg/resource/R46369,Neural Network Named-Entity Recognition,1
http://orkg.org/orkg/resource/R109215,Redundancy in high volume image datasets,1
http://orkg.org/orkg/resource/R143747,Vegetation stress through Hyperspectral remote sensing,1
http://orkg.org/orkg/resource/R77144,"Limited to data, not properly dealing with non-linear relationships between inputs and outputs, limited and complicated to add extra inputs",1
http://orkg.org/orkg/resource/R8248,Deployment Knowledgebases,1
http://orkg.org/orkg/resource/R46200,Algorithm issues in learning from data streams,1
http://orkg.org/orkg/resource/R51121,Development and verification of a biomonitoring method for the determination of thiocyanate,1
http://orkg.org/orkg/resource/R70090,Inhibition of SARS coronavirus 3C-like protease cis-cleavage activity,1
http://orkg.org/orkg/resource/R68666,Reevaluation of the maximum concentration at the workplace (MAK value) for N-metyl-2-pyrrolidone,1
http://orkg.org/orkg/resource/R108112,All the other available hyperspectral datasets either dont have larger swath or a global coverage.,1
http://orkg.org/orkg/resource/R142378,Problem of data integration,1
http://orkg.org/orkg/resource/R46879,Data Sources,1
http://orkg.org/orkg/resource/R4410,creating an skills taxonomy in an dynamic way,1
http://orkg.org/orkg/resource/R147748,Crowdsourcing platform,1
http://orkg.org/orkg/resource/R38451,Scholarly Figure Classification,1
http://orkg.org/orkg/resource/R8511,Simulating a vertical axis turbine,1
http://orkg.org/orkg/resource/R111752,Intuitive mechanisms of HIV risk impressions,1
http://orkg.org/orkg/resource/R58101,Reevaluation of the maximum concentration at the workplace (MAK value) for 2-methoxypropylacetate-1,1
http://orkg.org/orkg/resource/R50757,"Reevaluierung des BAT- und MAK-Wertes von 1,4-Dioxan",1
http://orkg.org/orkg/resource/R107841,What is the current and future state of the learner-interface interaction?,1
http://orkg.org/orkg/resource/R111789,Limitations in Covid-19 Detection,1
http://orkg.org/orkg/resource/R126013,Citation Intent Classification,1
http://orkg.org/orkg/resource/R53270,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R137525,Liver cancer,1
http://orkg.org/orkg/resource/R138489,Primary production assessment in the euphotic zone of the Indian Ocean,1
http://orkg.org/orkg/resource/R71683,"Informing professionals about the latest research results in their field is a particularly important task in the field of health care,",1
http://orkg.org/orkg/resource/R67832,Neubewertung des MAK-Wertes für Oxalsäuredinitril,1
http://orkg.org/orkg/resource/R41512,learning mappings from relation statements to relation representations,1
http://orkg.org/orkg/resource/R41504,learning by matching the blanks (MTB),1
http://orkg.org/orkg/resource/R5294,controlling robot actions,1
http://orkg.org/orkg/resource/R58060,"Verification of a biomonitoring method for the determination of 1-bromopropane 
and 2-bromopropane in urine",1
http://orkg.org/orkg/resource/R70693,variaty of research data produced in multistage manufacturing process chain,1
http://orkg.org/orkg/resource/R50028,"simultaneous delineation of retinal pathologies (hard exudates, soft exudates, hemorrhages, microaneurysms)",1
http://orkg.org/orkg/resource/R109948,Prevalence of STEC in New Zealand,1
http://orkg.org/orkg/resource/R147715,Long-Tail Named Entity Recognition,1
http://orkg.org/orkg/resource/R75718,Physical activity and gut microbiota,1
http://orkg.org/orkg/resource/R108040,Aggregation,1
http://orkg.org/orkg/resource/R50743,Entwicklung einer Biomonitoring-Methode zur Bestimmung von Antimonspezies in Urin.,1
http://orkg.org/orkg/resource/R140954, Open Machine Translation,1
http://orkg.org/orkg/resource/R139787,How to integrate participatory approaches in hertage diplomacy?,1
http://orkg.org/orkg/resource/R146744,natural language processing toolkit,1
http://orkg.org/orkg/resource/R143421,Applications of Hyperspectral remote sensing for mineral exploartion,1
http://orkg.org/orkg/resource/R4929,Establishing a method to improve e-learning materials based on learners' mental states.,1
http://orkg.org/orkg/resource/R8235,simultaneous segmentation of retinal pathologies using Deep Learning,1
http://orkg.org/orkg/resource/R144363,Extracellular vesicles as drug carrier,1
http://orkg.org/orkg/resource/R53254,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R3011,Local Area Network Fiability,1
http://orkg.org/orkg/resource/R4817,how to structure data and information,1
http://orkg.org/orkg/resource/R6896,Traffic situation reasoning,1
http://orkg.org/orkg/resource/R8627,Definition of style,1
http://orkg.org/orkg/resource/R53357,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R139888,Enterprise architecture,1
http://orkg.org/orkg/resource/R155411,Identification of the Ca-sulfate bassanite using MRO CRISM data,1
http://orkg.org/orkg/resource/R144360,Nano-lipid carrier for drug delivery,1
http://orkg.org/orkg/resource/R68689,Reevaluation of all toxilogical endpoints for 2-(propyloxy)ethanol,1
http://orkg.org/orkg/resource/R139926,Digital cities,1
http://orkg.org/orkg/resource/R77035,Optimizing parallel query execution,1
http://orkg.org/orkg/resource/R155118,AVIRIS-NG data for Hydrothermal Alteration Mapping,1
http://orkg.org/orkg/resource/R67618,"Neubewertung des MAK-Wertes für 1,1,1-Trichlorethan",1
http://orkg.org/orkg/resource/R147268,Detection of Mg spinel using Moon Mineralogy Mapper,1
http://orkg.org/orkg/resource/R51050,Evaluation of the Pregnancy Risk Group for chlorinated bisphenyls,1
http://orkg.org/orkg/resource/R4844,Visual Video Summarization,1
http://orkg.org/orkg/resource/R8525,Creating CaP submicrofibres through the electrospinning route,1
http://orkg.org/orkg/resource/R8759,how to generate efficient SQLs for the underlying MDM database,1
http://orkg.org/orkg/resource/R53014,Reevaluation of the MAK value for petroleum sulfonates and calcium salts,1
http://orkg.org/orkg/resource/R69707,Reevaluation of all toxilogical endpoints of monochloroacetic acid and sodium monochloroacetate,1
http://orkg.org/orkg/resource/R4269,Semantic representation of job knowledge,1
http://orkg.org/orkg/resource/R123486,Visual Navigation,1
http://orkg.org/orkg/resource/R68959,"Neubewertung aller toxikologischen Werte für 1,2-Benzisothiazol-3(2H)-on",1
http://orkg.org/orkg/resource/R107848,Defining and Valuing Interaction in Distance Education,1
http://orkg.org/orkg/resource/R110035, Effects of warming on vegetation,1
http://orkg.org/orkg/resource/R109818,Sepsis-induced immunosuppression,1
http://orkg.org/orkg/resource/R139195,Offering an effective solution for federated querry processing of virtually integrated linked data on-demand without pre-processing,1
http://orkg.org/orkg/resource/R151126,global positioning,1
http://orkg.org/orkg/resource/R8032,TERT,1
http://orkg.org/orkg/resource/R147480,Identification of Pb-Zn mineralization zones in west Kunlun using Landsat 8 OLI,1
http://orkg.org/orkg/resource/R121389,Temporal Information Extraction,1
http://orkg.org/orkg/resource/R51137,Reevaluation of the MAK value for glutaric acid,1
http://orkg.org/orkg/resource/R78428,Factors of development and sustainability in a regional context  ,1
http://orkg.org/orkg/resource/R68824,Allgemeiner Staubgrenzwert (einatembare Fraktion),1
http://orkg.org/orkg/resource/R53136,Reevaluation of the germ cell mutagenicity and carcinogenicity for crotonaldehyde,1
http://orkg.org/orkg/resource/R146673,Reference string parsing,1
http://orkg.org/orkg/resource/R53392,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
http://orkg.org/orkg/resource/R78204,Soil organic matter is used to extrapolate the toxicity and bioavailability of organic pollutants between different soils.,1
http://orkg.org/orkg/resource/R8614,Develop a New Curriculum-Based Measurement for Sentence Reading Comprehension,1
http://orkg.org/orkg/resource/R136269,learning material representation,1
http://orkg.org/orkg/resource/R124801,Document Summarization,1
http://orkg.org/orkg/resource/R69896,Deep learning model,1
http://orkg.org/orkg/resource/R50749,"Neubewertung des BAT, BAR und MAK-Wertes von 1,4-Dichlorbenzol",1
http://orkg.org/orkg/resource/R38531,domain-independent scientific concept extraction,1
http://orkg.org/orkg/resource/R46880,Types of Infection,1
http://orkg.org/orkg/resource/R68031,Verifizierung einer Biomonitoring Methode zur Bestimmung von Bor in Urin,1
http://orkg.org/orkg/resource/R68240,"Reevaluation of all toxilogical endpoints for 1,4-dichlorbenzene",1
http://orkg.org/orkg/resource/R155168,Hyperion mapping altered/weathered and clay minerals along with field spectral measurements,1
http://orkg.org/orkg/resource/R8037,climate change,1
http://orkg.org/orkg/resource/R110471,Estimating the uncertinty in reservoir capacity due to changes in runoff (i.e changes in annual rainfall) under climate change,1
http://orkg.org/orkg/resource/R146674,Open-source implementation,1
http://orkg.org/orkg/resource/R144220,Application of machine learning in the context of a supervised lithology classification,1
http://orkg.org/orkg/resource/R44286,joint entity and relation extraction,1
http://orkg.org/orkg/resource/R144175,Applications of Machine learning algorithms in estimating the soil mositure from remote senisng datasets,1
http://orkg.org/orkg/resource/R53347,"Testing the Darwin's naturalisation hypothesis in invasion biology
",1
